monster	display_name	boss	level	health	mana	actions	draw	preferred_starting_cards	starting_equipment	rule_deck	generated_attack_slots	generated_attack_cards	final_deck	health_source
GiantSquid	Kraken	True	9	140	0	1	2	Entrap		Entrap	17	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Entrap,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
GiantSquid	Kraken	True	10	170	0	1	2	Entrap		Entrap	19	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	Entrap,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult
Goblin	Goblin	False	1	4	0	1	2	GoblinAlly		GoblinAlly	14	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	GoblinAlly,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	HealthValue * health_mult
Goblin	Goblin	False	2	7	0	1	2	GoblinAlly		GoblinAlly,GoblinAlly	14	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2	GoblinAlly,GoblinAlly,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2	HealthValue * health_mult
Goblin	Goblin	False	3	10	0	1	2	GoblinAlly		GoblinAlly,GoblinAlly	17	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	GoblinAlly,GoblinAlly,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Goblin	Goblin	False	4	15	0	1	2	GoblinAlly		GoblinAlly,GoblinAlly,GoblinAlly	17	Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	GoblinAlly,GoblinAlly,GoblinAlly,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
GoblinHoarder	Goblin Hoarder	False	3	10	0	2	2	Hide,Cower		Cower,Cower,Cower,Cower,Attack2,Attack2	16	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Cower,Cower,Cower,Cower,Attack2,Attack2,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
GoblinHoarder	Goblin Hoarder	False	4	15	0	2	2	Hide,Cower		Cower,Cower,Cower,Cower,Attack2,Attack2,Cower,Cower	16	Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Cower,Cower,Cower,Cower,Attack2,Attack2,Cower,Cower,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
GoblinHoarder	Goblin Hoarder	False	5	20	0	2	2	Hide,Cower		Cower,Cower,Cower,Cower,Attack2,Attack2,Cower,Cower,Exhaustion	18	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Cower,Cower,Cower,Cower,Attack2,Attack2,Cower,Cower,Exhaustion,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
GoblinHoarder	Goblin Hoarder	False	6	30	0	2	2	Hide,Cower		Cower,Cower,Cower,Cower,Attack2,Attack2,Cower,Cower,Exhaustion,Hide	18	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3	Cower,Cower,Cower,Cower,Attack2,Attack2,Cower,Cower,Exhaustion,Hide,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
GoblinKing	Goblin King	True	4	37	0	1	1	GoblinLackey,GoblinLackey		GoblinBomb,GoblinBomb,GoblinBomb	13	Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	GoblinBomb,GoblinBomb,GoblinBomb,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
GoblinKing	Goblin King	True	5	50	0	1	1	GoblinLackey,GoblinLackey		GoblinBomb,GoblinBomb,GoblinBomb	16	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	GoblinBomb,GoblinBomb,GoblinBomb,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
GoblinKing	Goblin King	True	6	75	0	1	1	GoblinLackey,GoblinLackey		GoblinBomb,GoblinBomb,GoblinBomb,Overpower	16	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3	GoblinBomb,GoblinBomb,GoblinBomb,Overpower,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
GoblinKing	Goblin King	True	7	100	0	1	1	GoblinLackey,GoblinLackey		GoblinBomb,GoblinBomb,GoblinBomb,Overpower	18	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	GoblinBomb,GoblinBomb,GoblinBomb,Overpower,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
GoblinMechanist	Goblin Mechanist	False	4	15	0	1	2	GoblinAlly		GoblinAlly	16	Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	GoblinAlly,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
GoblinMechanist	Goblin Mechanist	False	5	20	0	1	2	GoblinAlly		GoblinAlly	18	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	GoblinAlly,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
GoblinMechanist	Goblin Mechanist	False	6	30	0	1	2	GoblinAlly		GoblinAlly	18	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3	GoblinAlly,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
GoblinMechanist	Goblin Mechanist	False	7	40	0	1	2	GoblinAlly		GoblinAlly	21	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	GoblinAlly,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Griffon	Griffon	False	1	4	0	1	2	Fly		Fly,Fly	10	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	Fly,Fly,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	HealthValue * health_mult
Griffon	Griffon	False	2	7	0	1	2	Fly		Fly,Fly	10	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2	Fly,Fly,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2	HealthValue * health_mult
Griffon	Griffon	False	3	10	0	1	2	Fly		Fly,Fly	13	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Fly,Fly,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Griffon	Griffon	False	4	15	0	1	2	Fly		Fly,Fly	13	Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Fly,Fly,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Hag	Hag	False	7	60	0	1	2	CurseOfDoom,CurseOfDoom2,DeadlyCurse		CurseOfDoom,DeadlyCurse,DeadlyCurse,DeadlyCurse	18	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	CurseOfDoom,DeadlyCurse,DeadlyCurse,DeadlyCurse,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Hag	Hag	False	8	82	0	1	2	CurseOfDoom,CurseOfDoom2,DeadlyCurse		CurseOfDoom,DeadlyCurse,DeadlyCurse,DeadlyCurse	18	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	CurseOfDoom,DeadlyCurse,DeadlyCurse,DeadlyCurse,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult
Hag	Hag	False	9	105	0	1	2	CurseOfDoom,CurseOfDoom2,DeadlyCurse		CurseOfDoom2,DeadlyCurse,DeadlyCurse,DeadlyCurse	18	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	CurseOfDoom2,DeadlyCurse,DeadlyCurse,DeadlyCurse,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Hag	Hag	False	10	127	0	1	2	CurseOfDoom,CurseOfDoom2,DeadlyCurse		CurseOfDoom2,DeadlyCurse,DeadlyCurse,DeadlyCurse	20	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4,Attack4	CurseOfDoom2,DeadlyCurse,DeadlyCurse,DeadlyCurse,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult
HandOfGlory	Hand of Glory	False	7	40	0	1	2			Resilience	17	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Resilience,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
HandOfGlory	Hand of Glory	False	8	55	0	1	2			Resilience	17	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	Resilience,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult
HandOfGlory	Hand of Glory	False	9	70	0	1	2			Resilience,Resilience	17	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Resilience,Resilience,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
HandOfGlory	Hand of Glory	False	10	85	0	1	2			Resilience,Resilience	19	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	Resilience,Resilience,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult
Harpy	Harpy	False	4	15	0	2	3	Sting		Sting,Sting,Sting,Sting,Screech,Screech,Disorient,Disorient,Disorient,Infect2,Infect2,Infect2	10	Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Sting,Sting,Sting,Sting,Screech,Screech,Disorient,Disorient,Disorient,Infect2,Infect2,Infect2,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Harpy	Harpy	False	5	20	0	2	3	Sting		Sting,Sting,Sting,Sting,Screech,Screech,Disorient,Disorient,Disorient,Infect2,Infect2,Infect2	13	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Sting,Sting,Sting,Sting,Screech,Screech,Disorient,Disorient,Disorient,Infect2,Infect2,Infect2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Harpy	Harpy	False	6	30	0	2	3	Sting		Sting,Sting,Sting,Sting,Screech,Screech,Disorient,Disorient,Disorient,Infect2,Infect2,Infect2	13	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3	Sting,Sting,Sting,Sting,Screech,Screech,Disorient,Disorient,Disorient,Infect2,Infect2,Infect2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3	HealthValue * health_mult
Harpy	Harpy	False	7	40	0	2	3	Sting		Sting,Sting,Sting,Sting,Screech,Screech,Disorient,Disorient,Disorient,Infect2,Infect2,Infect2	15	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Sting,Sting,Sting,Sting,Screech,Screech,Disorient,Disorient,Disorient,Infect2,Infect2,Infect2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Hydra	Hydra	True	7	90	0	1	2				23	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult, then exact LevelUpDeck override
Hydra	Hydra	True	8	110	0	1	2				23	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4,Attack4	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult, then exact LevelUpDeck override
Hydra	Hydra	True	9	140	0	1	2				23	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult, then exact LevelUpDeck override
Hydra	Hydra	True	10	150	0	1	2				25	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4,Attack4,Attack4	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult, then exact LevelUpDeck override
IceQueen	Ice Queen	True	7	90	5	1	2	FrostShape		FrostShape,FrostShape,FrostShape,Blizzard,Blizzard,Blizzard,Freeze	13	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	FrostShape,FrostShape,FrostShape,Blizzard,Blizzard,Blizzard,Freeze,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
IceQueen	Ice Queen	True	8	123	5	1	2	FrostShape		FrostShape,FrostShape,FrostShape,Blizzard,Blizzard,Blizzard,Freeze	13	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	FrostShape,FrostShape,FrostShape,Blizzard,Blizzard,Blizzard,Freeze,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	HealthValue * health_mult
IceQueen	Ice Queen	True	9	157	5	1	2	FrostShape		FrostShape,FrostShape,FrostShape,Blizzard,Blizzard,Blizzard,Freeze	13	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	FrostShape,FrostShape,FrostShape,Blizzard,Blizzard,Blizzard,Freeze,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
IceQueen	Ice Queen	True	10	191	5	1	2	FrostShape		FrostShape,FrostShape,FrostShape,Blizzard,Blizzard,Blizzard,Freeze	15	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	FrostShape,FrostShape,FrostShape,Blizzard,Blizzard,Blizzard,Freeze,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	HealthValue * health_mult
Kobold	Kobold	False	1	4	0	1	2	Cower		Cower,Cower,Cower	12	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	Cower,Cower,Cower,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	HealthValue * health_mult
Kobold	Kobold	False	2	7	0	1	2	Cower		Cower,Cower,Cower	12	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2	Cower,Cower,Cower,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2	HealthValue * health_mult
Kobold	Kobold	False	3	10	0	1	2	Cower		Cower,Cower,Cower	15	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Cower,Cower,Cower,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Kobold	Kobold	False	4	15	0	1	2	Cower		Cower,Cower,Cower	15	Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Cower,Cower,Cower,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Lich	Lich	True	7	80	5	1	2	Fireball	Phylactery	Phylactery,ManaSurge,ManaSurge,Shrink,Fireball,Fireball,Fireball,Wisdom,Wisdom,Staff,DarkMending,Soulfire	13	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Phylactery,ManaSurge,ManaSurge,Shrink,Fireball,Fireball,Fireball,Wisdom,Wisdom,Staff,DarkMending,Soulfire,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Lich	Lich	True	8	110	5	1	2	Fireball	Phylactery	Phylactery,ManaSurge,ManaSurge,Shrink,Meteor,Fireball,Fireball,ManaSurge,Wisdom,Staff,DarkMending,Soulfire	13	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	Phylactery,ManaSurge,ManaSurge,Shrink,Meteor,Fireball,Fireball,ManaSurge,Wisdom,Staff,DarkMending,Soulfire,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	HealthValue * health_mult
Lich	Lich	True	9	140	5	1	2	Fireball	Phylactery	Phylactery,ManaSurge,ManaSurge,Shrink,Meteor,FireShape,Fireball,ManaSurge,Wisdom,Staff,DarkMending,Soulfire,Soulfire	13	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Phylactery,ManaSurge,ManaSurge,Shrink,Meteor,FireShape,Fireball,ManaSurge,Wisdom,Staff,DarkMending,Soulfire,Soulfire,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Lich	Lich	True	10	170	5	1	2	Fireball	Phylactery	Phylactery,ManaSurge,ManaSurge,Shrink,Meteor,FireShape,Conflagration,ManaSurge,Wisdom,Staff,DarkMending,Soulfire,Soulfire,Inspiration,ManaSurge	15	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	Phylactery,ManaSurge,ManaSurge,Shrink,Meteor,FireShape,Conflagration,ManaSurge,Wisdom,Staff,DarkMending,Soulfire,Soulfire,Inspiration,ManaSurge,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	HealthValue * health_mult
Mage	Mage	False	1	3	3	1	2	FrostBolt	Staff,JasrasTome	FlameCharge,FlameCharge,FrostCharge,FrostCharge,Fireball,FrostBolt	7	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	FlameCharge,FlameCharge,FrostCharge,FrostCharge,Fireball,FrostBolt,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	HealthValue * health_mult
Mage	Mage	False	2	5	6	1	2	FrostBolt	Staff,JasrasTome	FlameCharge,FlameCharge,FrostCharge,FrostCharge,Fireball,FrostBolt,ManaSurge	7	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2	FlameCharge,FlameCharge,FrostCharge,FrostCharge,Fireball,FrostBolt,ManaSurge,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2	HealthValue * health_mult
Mage	Mage	False	3	7	9	1	2	FrostBolt	Staff,JasrasTome	FlameCharge,FlameCharge,FrostCharge,FrostCharge,Fireball,FrostBolt,ManaSurge,Blur,Staff	10	Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2	FlameCharge,FlameCharge,FrostCharge,FrostCharge,Fireball,FrostBolt,ManaSurge,Blur,Staff,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Mage	Mage	False	4	11	12	1	2	FrostBolt	Staff,JasrasTome	FlameCharge,FlameCharge,FrostCharge,FrostCharge,FireShape,FrostBolt,ManaSurge,Blur,Staff,Blur,Fireball,FrostBolt	10	Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	FlameCharge,FlameCharge,FrostCharge,FrostCharge,FireShape,FrostBolt,ManaSurge,Blur,Staff,Blur,Fireball,FrostBolt,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
